2017-01-16T23:41:46,  Eht0,  24.00,  347.00 
2017-01-16T23:46:46,  Eht1,  57.00,  121.00 
2017-01-16T23:51:46,  Eht2,  75.00,  252.00 
2017-01-16T23:56:46,  Eht3,  15.00,  286.00 
2017-01-17T00:01:46,  Eht4,  78.00,  249.00 
2017-01-17T00:06:46,  Eht5,  85.00,  292.00 
2017-01-17T00:11:46,  Eht6,  38.00,  192.00 
2017-01-17T00:16:46,  Eht7,  13.00,  85.00 
2017-01-17T00:21:46,  Eht8,  18.00,  168.00 
2017-01-17T00:26:46,  Eht9,  65.00,  149.00 
2017-01-17T00:31:46,  Eht10,  83.00,  336.00 
2017-01-17T00:36:46,  Eht11,  46.00,  32.00 
2017-01-17T00:41:46,  Eht12,  13.00,  286.00 
2017-01-17T00:46:46,  Eht13,  61.00,  217.00 
2017-01-17T00:51:46,  Eht14,  26.00,  151.00 
2017-01-17T00:56:46,  Eht15,  40.00,  67.00 
2017-01-17T01:01:46,  Eht16,  36.00,  230.00 
2017-01-17T01:06:46,  Eht17,  31.00,  278.00 
2017-01-17T01:11:46,  Eht18,  26.00,  248.00 
2017-01-17T01:16:46,  Eht19,  46.00,  208.00 
2017-01-17T01:21:46,  Eht20,  19.00,  215.00 
2017-01-17T01:26:46,  Eht21,  53.00,  195.00 
2017-01-17T01:31:46,  Eht22,  79.00,  259.00 
2017-01-17T01:36:46,  Eht23,  46.00,  83.00 
2017-01-17T01:41:46,  Eht24,  16.00,  80.00 
2017-01-17T01:46:46,  Eht25,  82.00,  167.00 
2017-01-17T01:51:46,  Eht26,  38.00,  4.00 
2017-01-17T01:56:46,  Eht27,  27.00,  11.00 
2017-01-17T02:01:46,  Eht28,  27.00,  249.00 
2017-01-17T02:06:46,  Eht29,  57.00,  250.00 
2017-01-17T02:11:46,  Eht30,  57.00,  357.00 
2017-01-17T02:16:46,  Eht31,  20.00,  318.00 
2017-01-17T02:21:46,  Eht32,  70.00,  95.00 
2017-01-17T02:26:46,  Eht33,  20.00,  229.00 
2017-01-17T02:31:46,  Eht34,  14.00,  68.00 
2017-01-17T02:36:46,  Eht35,  31.00,  230.00 
2017-01-17T02:41:46,  Eht36,  33.00,  96.00 
2017-01-17T02:46:46,  Eht37,  13.00,  268.00 
2017-01-17T02:51:46,  Eht38,  83.00,  254.00 
2017-01-17T02:56:46,  Eht39,  72.00,  205.00 
2017-01-17T03:01:46,  Eht40,  19.00,  142.00 
2017-01-17T03:06:46,  Eht41,  43.00,  44.00 
2017-01-17T03:11:46,  Eht42,  65.00,  6.00 
2017-01-17T03:16:46,  Eht43,  59.00,  89.00 
2017-01-17T03:21:46,  Eht44,  59.00,  188.00 
2017-01-17T03:26:46,  Eht45,  60.00,  67.00 
2017-01-17T03:31:46,  Eht46,  70.00,  229.00 
2017-01-17T03:36:46,  Eht47,  83.00,  38.00 
2017-01-17T03:41:46,  Eht48,  78.00,  181.00 
2017-01-17T03:46:46,  Eht49,  60.00,  157.00 
2017-01-17T03:51:46,  Eht50,  48.00,  357.00 
2017-01-17T03:56:46,  Eht51,  33.00,  283.00 
2017-01-17T04:01:46,  Eht52,  68.00,  166.00 
2017-01-17T04:06:46,  Eht53,  42.00,  153.00 
2017-01-17T04:11:46,  Eht54,  89.00,  105.00 
2017-01-17T04:16:46,  Eht55,  71.00,  250.00 
2017-01-17T04:21:46,  Eht56,  33.00,  252.00 
2017-01-17T04:26:46,  Eht57,  49.00,  38.00 
2017-01-17T04:31:46,  Eht58,  21.00,  106.00 
2017-01-17T04:36:46,  Eht59,  46.00,  142.00 
2017-01-17T04:41:46,  Eht60,  29.00,  225.00 
2017-01-17T04:46:46,  Eht61,  22.00,  172.00 
2017-01-17T04:51:46,  Eht62,  73.00,  144.00 
2017-01-17T04:56:46,  Eht63,  77.00,  73.00 
2017-01-17T05:01:46,  Eht64,  68.00,  103.00 
2017-01-17T05:06:46,  Eht65,  73.00,  55.00 
2017-01-17T05:11:46,  Eht66,  27.00,  143.00 
2017-01-17T05:16:46,  Eht67,  28.00,  18.00 
2017-01-17T05:21:46,  Eht68,  57.00,  176.00 
2017-01-17T05:26:46,  Eht69,  37.00,  171.00 
2017-01-17T05:31:46,  Eht70,  66.00,  49.00 
2017-01-17T05:36:46,  Eht71,  17.00,  44.00 
2017-01-17T05:41:46,  Eht72,  83.00,  11.00 
2017-01-17T05:46:46,  Eht73,  85.00,  229.00 
2017-01-17T05:51:46,  Eht74,  49.00,  150.00 
2017-01-17T05:56:46,  Eht75,  13.00,  42.00 
2017-01-17T06:01:46,  Eht76,  35.00,  18.00 
2017-01-17T06:06:46,  Eht77,  58.00,  251.00 
2017-01-17T06:11:46,  Eht78,  60.00,  193.00 
2017-01-17T06:16:46,  Eht79,  62.00,  309.00 
2017-01-17T06:21:46,  Eht80,  45.00,  306.00 
2017-01-17T06:26:46,  Eht81,  42.00,  299.00 
2017-01-17T06:31:46,  Eht82,  20.00,  140.00 
2017-01-17T06:36:46,  Eht83,  40.00,  137.00 
2017-01-17T06:41:46,  Eht84,  88.00,  149.00 
2017-01-17T06:46:46,  Eht85,  68.00,  172.00 
2017-01-17T06:51:46,  Eht86,  50.00,  228.00 
2017-01-17T06:56:46,  Eht87,  52.00,  154.00 
2017-01-17T07:01:46,  Eht88,  70.00,  181.00 
2017-01-17T07:06:46,  Eht89,  25.00,  199.00 
2017-01-17T07:11:46,  Eht90,  90.00,  139.00 
2017-01-17T07:16:46,  Eht91,  30.00,  186.00 
2017-01-17T07:21:46,  Eht92,  32.00,  340.00 
2017-01-17T07:26:46,  Eht93,  25.00,  105.00 
2017-01-17T07:31:46,  Eht94,  48.00,  89.00 
2017-01-17T07:36:46,  Eht95,  31.00,  186.00 
2017-01-17T07:41:46,  Eht96,  34.00,  243.00 
2017-01-17T07:46:46,  Eht97,  84.00,  203.00 
2017-01-17T07:51:46,  Eht98,  38.00,  349.00 
2017-01-17T07:56:46,  Eht99,  43.00,  146.00 
2017-01-17T08:01:46,  Eht100,  81.00,  11.00 
2017-01-17T08:06:46,  Eht101,  56.00,  302.00 
2017-01-17T08:11:46,  Eht102,  41.00,  77.00 
2017-01-17T08:16:46,  Eht103,  16.00,  97.00 
2017-01-17T08:21:46,  Eht104,  43.00,  104.00 
2017-01-17T08:26:46,  Eht105,  74.00,  278.00 
2017-01-17T08:31:46,  Eht106,  87.00,  323.00 
2017-01-17T08:36:46,  Eht107,  75.00,  297.00 
2017-01-17T08:41:46,  Eht108,  52.00,  242.00 
2017-01-17T08:46:46,  Eht109,  27.00,  272.00 
2017-01-17T08:51:46,  Eht110,  21.00,  236.00 
2017-01-17T08:56:46,  Eht111,  55.00,  207.00 
2017-01-17T09:01:46,  Eht112,  51.00,  139.00 
2017-01-17T09:06:46,  Eht113,  14.00,  107.00 
2017-01-17T09:11:46,  Eht114,  66.00,  213.00 
2017-01-17T09:16:46,  Eht115,  57.00,  202.00 
2017-01-17T09:21:46,  Eht116,  83.00,  173.00 
2017-01-17T09:26:46,  Eht117,  55.00,  168.00 
2017-01-17T09:31:46,  Eht118,  34.00,  223.00 
2017-01-17T09:36:46,  Eht119,  42.00,  134.00 
2017-01-17T09:41:46,  Eht120,  87.00,  240.00 
2017-01-17T09:46:46,  Eht121,  60.00,  89.00 
2017-01-17T09:51:46,  Eht122,  64.00,  0.00 
2017-01-17T09:56:46,  Eht123,  58.00,  112.00 
2017-01-17T10:01:46,  Eht124,  76.00,  332.00 
2017-01-17T10:06:46,  Eht125,  40.00,  288.00 
2017-01-17T10:11:46,  Eht126,  82.00,  301.00 
2017-01-17T10:16:46,  Eht127,  80.00,  170.00 
2017-01-17T10:21:46,  Eht128,  44.00,  220.00 
2017-01-17T10:26:46,  Eht129,  64.00,  351.00 
2017-01-17T10:31:46,  Eht130,  28.00,  106.00 
2017-01-17T10:36:46,  Eht131,  25.00,  58.00 
2017-01-17T10:41:46,  Eht132,  28.00,  142.00 
2017-01-17T10:46:46,  Eht133,  86.00,  106.00 
2017-01-17T10:51:46,  Eht134,  29.00,  238.00 
2017-01-17T10:56:46,  Eht135,  72.00,  70.00 
2017-01-17T11:01:46,  Eht136,  43.00,  358.00 
2017-01-17T11:06:46,  Eht137,  32.00,  292.00 
2017-01-17T11:11:46,  Eht138,  31.00,  140.00 
2017-01-17T11:16:46,  Eht139,  22.00,  245.00 
2017-01-17T11:21:46,  Eht140,  80.00,  0.00 
2017-01-17T11:26:46,  Eht141,  90.00,  320.00 
2017-01-17T11:31:46,  Eht142,  86.00,  227.00 
2017-01-17T11:36:46,  Eht143,  24.00,  126.00 
2017-01-17T11:41:46,  Eht144,  58.00,  17.00 
2017-01-17T11:46:46,  Eht145,  77.00,  68.00 
2017-01-17T11:51:46,  Eht146,  83.00,  27.00 
2017-01-17T11:56:46,  Eht147,  14.00,  319.00 
2017-01-17T12:01:46,  Eht148,  84.00,  125.00 
2017-01-17T12:06:46,  Eht149,  71.00,  21.00 
2017-01-17T12:11:46,  Eht150,  31.00,  285.00 
2017-01-17T12:16:46,  Eht151,  17.00,  87.00 
2017-01-17T12:21:46,  Eht152,  44.00,  198.00 
2017-01-17T12:26:46,  Eht153,  74.00,  4.00 
2017-01-17T12:31:46,  Eht154,  85.00,  350.00 
2017-01-17T12:36:46,  Eht155,  22.00,  352.00 
2017-01-17T12:41:46,  Eht156,  29.00,  298.00 
2017-01-17T12:46:46,  Eht157,  50.00,  265.00 
2017-01-17T12:51:46,  Eht158,  33.00,  28.00 
2017-01-17T12:56:46,  Eht159,  33.00,  72.00 
2017-01-17T13:01:46,  Eht160,  18.00,  72.00 
2017-01-17T13:06:46,  Eht161,  15.00,  212.00 
2017-01-17T13:11:46,  Eht162,  44.00,  174.00 
2017-01-17T13:16:46,  Eht163,  77.00,  240.00 
2017-01-17T13:21:46,  Eht164,  88.00,  73.00 
2017-01-17T13:26:46,  Eht165,  31.00,  308.00 
2017-01-17T13:31:46,  Eht166,  60.00,  139.00 
2017-01-17T13:36:46,  Eht167,  20.00,  219.00 
2017-01-17T13:41:46,  Eht168,  77.00,  279.00 
2017-01-17T13:46:46,  Eht169,  49.00,  108.00 
2017-01-17T13:51:46,  Eht170,  41.00,  164.00 
2017-01-17T13:56:46,  Eht171,  15.00,  304.00 
2017-01-17T14:01:46,  Eht172,  54.00,  150.00 
2017-01-17T14:06:46,  Eht173,  83.00,  161.00 
2017-01-17T14:11:46,  Eht174,  53.00,  27.00 
2017-01-17T14:16:46,  Eht175,  81.00,  18.00 
2017-01-17T14:21:46,  Eht176,  73.00,  35.00 
2017-01-17T14:26:46,  Eht177,  19.00,  316.00 
2017-01-17T14:31:46,  Eht178,  17.00,  13.00 
2017-01-17T14:36:46,  Eht179,  42.00,  18.00 
2017-01-17T14:41:46,  Eht180,  15.00,  7.00 
2017-01-17T14:46:46,  Eht181,  60.00,  153.00 
2017-01-17T14:51:46,  Eht182,  76.00,  355.00 
2017-01-17T14:56:46,  Eht183,  62.00,  318.00 
2017-01-17T15:01:46,  Eht184,  49.00,  190.00 
2017-01-17T15:06:46,  Eht185,  19.00,  100.00 
2017-01-17T15:11:46,  Eht186,  19.00,  8.00 
2017-01-17T15:16:46,  Eht187,  68.00,  53.00 
2017-01-17T15:21:46,  Eht188,  45.00,  204.00 
2017-01-17T15:26:46,  Eht189,  76.00,  360.00 
2017-01-17T15:31:46,  Eht190,  85.00,  72.00 
2017-01-17T15:36:46,  Eht191,  60.00,  194.00 
2017-01-17T15:41:46,  Eht192,  37.00,  79.00 
2017-01-17T15:46:46,  Eht193,  49.00,  10.00 
2017-01-17T15:51:46,  Eht194,  69.00,  6.00 
2017-01-17T15:56:46,  Eht195,  60.00,  314.00 
2017-01-17T16:01:46,  Eht196,  32.00,  75.00 
2017-01-17T16:06:46,  Eht197,  54.00,  342.00 
2017-01-17T16:11:46,  Eht198,  64.00,  113.00 
2017-01-17T16:16:46,  Eht199,  35.00,  311.00 
2017-01-17T16:21:46,  Eht200,  46.00,  293.00 
2017-01-17T16:26:46,  Eht201,  42.00,  131.00 
2017-01-17T16:31:46,  Eht202,  13.00,  179.00 
2017-01-17T16:36:46,  Eht203,  31.00,  341.00 
2017-01-17T16:41:46,  Eht204,  23.00,  121.00 
2017-01-17T16:46:46,  Eht205,  74.00,  281.00 
2017-01-17T16:51:46,  Eht206,  38.00,  95.00 
2017-01-17T16:56:46,  Eht207,  50.00,  19.00 
2017-01-17T17:01:46,  Eht208,  60.00,  267.00 
2017-01-17T17:06:46,  Eht209,  71.00,  177.00 
2017-01-17T17:11:46,  Eht210,  46.00,  303.00 
2017-01-17T17:16:46,  Eht211,  27.00,  130.00 
2017-01-17T17:21:46,  Eht212,  88.00,  143.00 
2017-01-17T17:26:46,  Eht213,  66.00,  15.00 
2017-01-17T17:31:46,  Eht214,  63.00,  181.00 
2017-01-17T17:36:46,  Eht215,  88.00,  90.00 
2017-01-17T17:41:46,  Eht216,  19.00,  348.00 
2017-01-17T17:46:46,  Eht217,  75.00,  154.00 
2017-01-17T17:51:46,  Eht218,  59.00,  139.00 
2017-01-17T17:56:46,  Eht219,  72.00,  179.00 
2017-01-17T18:01:46,  Eht220,  66.00,  321.00 
2017-01-17T18:06:46,  Eht221,  44.00,  360.00 
2017-01-17T18:11:46,  Eht222,  79.00,  196.00 
2017-01-17T18:16:46,  Eht223,  25.00,  305.00 
2017-01-17T18:21:46,  Eht224,  60.00,  191.00 
2017-01-17T18:26:46,  Eht225,  13.00,  41.00 
2017-01-17T18:31:46,  Eht226,  78.00,  24.00 
2017-01-17T18:36:46,  Eht227,  77.00,  338.00 
2017-01-17T18:41:46,  Eht228,  49.00,  263.00 
2017-01-17T18:46:46,  Eht229,  53.00,  70.00 
2017-01-17T18:51:46,  Eht230,  76.00,  293.00 
2017-01-17T18:56:46,  Eht231,  82.00,  173.00 
2017-01-17T19:01:46,  Eht232,  82.00,  206.00 
2017-01-17T19:06:46,  Eht233,  70.00,  283.00 
2017-01-17T19:11:46,  Eht234,  58.00,  150.00 
2017-01-17T19:16:46,  Eht235,  64.00,  174.00 
2017-01-17T19:21:46,  Eht236,  37.00,  341.00 
2017-01-17T19:26:46,  Eht237,  71.00,  157.00 
2017-01-17T19:31:46,  Eht238,  53.00,  94.00 
2017-01-17T19:36:46,  Eht239,  39.00,  309.00 
2017-01-17T19:41:46,  Eht240,  31.00,  114.00 
2017-01-17T19:46:46,  Eht241,  33.00,  53.00 
2017-01-17T19:51:46,  Eht242,  25.00,  17.00 
2017-01-17T19:56:46,  Eht243,  61.00,  249.00 
2017-01-17T20:01:46,  Eht244,  37.00,  242.00 
2017-01-17T20:06:46,  Eht245,  62.00,  234.00 
2017-01-17T20:11:46,  Eht246,  27.00,  209.00 
2017-01-17T20:16:46,  Eht247,  82.00,  64.00 
2017-01-17T20:21:46,  Eht248,  46.00,  100.00 
2017-01-17T20:26:46,  Eht249,  42.00,  33.00 
2017-01-17T20:31:46,  Eht250,  72.00,  187.00 
2017-01-17T20:36:46,  Eht251,  54.00,  345.00 
2017-01-17T20:41:46,  Eht252,  82.00,  138.00 
2017-01-17T20:46:46,  Eht253,  46.00,  85.00 
2017-01-17T20:51:46,  Eht254,  69.00,  61.00 
2017-01-17T20:56:46,  Eht255,  19.00,  315.00 
2017-01-17T21:01:46,  Eht256,  64.00,  119.00 
2017-01-17T21:06:46,  Eht257,  38.00,  92.00 
2017-01-17T21:11:46,  Eht258,  33.00,  319.00 
2017-01-17T21:16:46,  Eht259,  31.00,  52.00 
2017-01-17T21:21:46,  Eht260,  79.00,  29.00 
2017-01-17T21:26:46,  Eht261,  81.00,  19.00 
2017-01-17T21:31:46,  Eht262,  58.00,  91.00 
2017-01-17T21:36:46,  Eht263,  38.00,  215.00 
2017-01-17T21:41:46,  Eht264,  41.00,  218.00 
2017-01-17T21:46:46,  Eht265,  47.00,  63.00 
2017-01-17T21:51:46,  Eht266,  40.00,  108.00 
2017-01-17T21:56:46,  Eht267,  62.00,  98.00 
2017-01-17T22:01:46,  Eht268,  78.00,  175.00 
2017-01-17T22:06:46,  Eht269,  61.00,  254.00 
2017-01-17T22:11:46,  Eht270,  21.00,  36.00 
2017-01-17T22:16:46,  Eht271,  43.00,  278.00 
2017-01-17T22:21:46,  Eht272,  50.00,  350.00 
2017-01-17T22:26:46,  Eht273,  89.00,  260.00 
2017-01-17T22:31:46,  Eht274,  58.00,  132.00 
2017-01-17T22:36:46,  Eht275,  81.00,  241.00 
2017-01-17T22:41:46,  Eht276,  46.00,  47.00 
2017-01-17T22:46:46,  Eht277,  13.00,  28.00 
2017-01-17T22:51:46,  Eht278,  89.00,  251.00 
2017-01-17T22:56:46,  Eht279,  40.00,  203.00 
2017-01-17T23:01:46,  Eht280,  45.00,  282.00 
2017-01-17T23:06:46,  Eht281,  82.00,  287.00 
2017-01-17T23:11:46,  Eht282,  81.00,  163.00 
2017-01-17T23:16:46,  Eht283,  83.00,  83.00 
2017-01-17T23:21:46,  Eht284,  81.00,  218.00 
2017-01-17T23:26:46,  Eht285,  23.00,  261.00 
2017-01-17T23:31:46,  Eht286,  58.00,  34.00 
2017-01-17T23:36:46,  Eht287,  68.00,  306.00 
2017-01-17T23:41:46,  Eht288,  82.00,  348.00 
2017-01-17T23:46:46,  Eht289,  42.00,  118.00 
2017-01-17T23:51:46,  Eht290,  60.00,  221.00 
2017-01-17T23:56:46,  Eht291,  59.00,  7.00 
2017-01-18T00:01:46,  Eht292,  34.00,  44.00 
2017-01-18T00:06:46,  Eht293,  36.00,  1.00 
2017-01-18T00:11:46,  Eht294,  20.00,  253.00 
2017-01-18T00:16:46,  Eht295,  82.00,  254.00 
2017-01-18T00:21:46,  Eht296,  75.00,  116.00 
2017-01-18T00:26:46,  Eht297,  36.00,  187.00 
2017-01-18T00:31:46,  Eht298,  40.00,  272.00 
2017-01-18T00:36:46,  Eht299,  66.00,  25.00 
2017-01-18T00:41:46,  Eht300,  68.00,  272.00 
2017-01-18T00:46:46,  Eht301,  31.00,  128.00 
2017-01-18T00:51:46,  Eht302,  32.00,  46.00 
2017-01-18T00:56:46,  Eht303,  53.00,  85.00 
2017-01-18T01:01:46,  Eht304,  29.00,  236.00 
2017-01-18T01:06:46,  Eht305,  38.00,  98.00 
2017-01-18T01:11:46,  Eht306,  86.00,  297.00 
2017-01-18T01:16:46,  Eht307,  88.00,  308.00 
2017-01-18T01:21:46,  Eht308,  77.00,  215.00 
2017-01-18T01:26:46,  Eht309,  59.00,  304.00 
2017-01-18T01:31:46,  Eht310,  19.00,  193.00 
2017-01-18T01:36:46,  Eht311,  90.00,  25.00 
2017-01-18T01:41:46,  Eht312,  47.00,  163.00 
2017-01-18T01:46:46,  Eht313,  14.00,  238.00 
2017-01-18T01:51:46,  Eht314,  70.00,  127.00 
2017-01-18T01:56:46,  Eht315,  52.00,  325.00 
2017-01-18T02:01:46,  Eht316,  56.00,  3.00 
2017-01-18T02:06:46,  Eht317,  29.00,  259.00 
2017-01-18T02:11:46,  Eht318,  43.00,  213.00 
2017-01-18T02:16:46,  Eht319,  20.00,  6.00 
2017-01-18T02:21:46,  Eht320,  88.00,  310.00 
2017-01-18T02:26:46,  Eht321,  52.00,  236.00 
2017-01-18T02:31:46,  Eht322,  19.00,  16.00 
2017-01-18T02:36:46,  Eht323,  80.00,  141.00 
2017-01-18T02:41:46,  Eht324,  77.00,  62.00 
2017-01-18T02:46:46,  Eht325,  83.00,  144.00 
2017-01-18T02:51:46,  Eht326,  20.00,  81.00 
2017-01-18T02:56:46,  Eht327,  43.00,  243.00 
2017-01-18T03:01:46,  Eht328,  45.00,  129.00 
2017-01-18T03:06:46,  Eht329,  50.00,  75.00 
2017-01-18T03:11:46,  Eht330,  62.00,  344.00 
2017-01-18T03:16:46,  Eht331,  53.00,  63.00 
2017-01-18T03:21:46,  Eht332,  32.00,  317.00 
2017-01-18T03:26:46,  Eht333,  18.00,  84.00 
2017-01-18T03:31:46,  Eht334,  18.00,  292.00 
2017-01-18T03:36:46,  Eht335,  89.00,  353.00 
2017-01-18T03:41:46,  Eht336,  89.00,  181.00 
2017-01-18T03:46:46,  Eht337,  17.00,  2.00 
2017-01-18T03:51:46,  Eht338,  26.00,  78.00 
2017-01-18T03:56:46,  Eht339,  20.00,  347.00 
2017-01-18T04:01:46,  Eht340,  13.00,  196.00 
2017-01-18T04:06:46,  Eht341,  55.00,  108.00 
2017-01-18T04:11:46,  Eht342,  55.00,  24.00 
2017-01-18T04:16:46,  Eht343,  14.00,  200.00 
2017-01-18T04:21:46,  Eht344,  59.00,  4.00 
2017-01-18T04:26:46,  Eht345,  49.00,  90.00 
2017-01-18T04:31:46,  Eht346,  42.00,  102.00 
2017-01-18T04:36:46,  Eht347,  21.00,  73.00 
2017-01-18T04:41:46,  Eht348,  75.00,  319.00 
2017-01-18T04:46:46,  Eht349,  78.00,  176.00 
2017-01-18T04:51:46,  Eht350,  18.00,  242.00 
2017-01-18T04:56:46,  Eht351,  71.00,  309.00 
2017-01-18T05:01:46,  Eht352,  46.00,  119.00 
2017-01-18T05:06:46,  Eht353,  40.00,  153.00 
2017-01-18T05:11:46,  Eht354,  18.00,  103.00 
2017-01-18T05:16:46,  Eht355,  61.00,  179.00 
2017-01-18T05:21:46,  Eht356,  80.00,  172.00 
2017-01-18T05:26:46,  Eht357,  27.00,  176.00 
2017-01-18T05:31:46,  Eht358,  36.00,  350.00 
2017-01-18T05:36:46,  Eht359,  48.00,  257.00 
2017-01-18T05:41:46,  Eht360,  66.00,  248.00 
2017-01-18T05:46:46,  Eht361,  65.00,  317.00 
2017-01-18T05:51:46,  Eht362,  62.00,  186.00 
2017-01-18T05:56:46,  Eht363,  49.00,  284.00 
2017-01-18T06:01:46,  Eht364,  24.00,  256.00 
2017-01-18T06:06:46,  Eht365,  40.00,  275.00 
2017-01-18T06:11:46,  Eht366,  28.00,  233.00 
2017-01-18T06:16:46,  Eht367,  66.00,  332.00 
2017-01-18T06:21:46,  Eht368,  31.00,  90.00 
2017-01-18T06:26:46,  Eht369,  66.00,  104.00 
2017-01-18T06:31:46,  Eht370,  55.00,  323.00 
2017-01-18T06:36:46,  Eht371,  56.00,  125.00 
2017-01-18T06:41:46,  Eht372,  14.00,  326.00 
2017-01-18T06:46:46,  Eht373,  76.00,  130.00 
2017-01-18T06:51:46,  Eht374,  78.00,  93.00 
2017-01-18T06:56:46,  Eht375,  29.00,  195.00 
2017-01-18T07:01:46,  Eht376,  36.00,  18.00 
2017-01-18T07:06:46,  Eht377,  20.00,  225.00 
2017-01-18T07:11:46,  Eht378,  71.00,  71.00 
2017-01-18T07:16:46,  Eht379,  81.00,  175.00 
2017-01-18T07:21:46,  Eht380,  53.00,  177.00 
2017-01-18T07:26:46,  Eht381,  65.00,  239.00 
2017-01-18T07:31:46,  Eht382,  80.00,  349.00 
2017-01-18T07:36:46,  Eht383,  14.00,  75.00 
2017-01-18T07:41:46,  Eht384,  42.00,  336.00 
2017-01-18T07:46:46,  Eht385,  74.00,  146.00 
2017-01-18T07:51:46,  Eht386,  61.00,  82.00 
2017-01-18T07:56:46,  Eht387,  61.00,  333.00 
2017-01-18T08:01:46,  Eht388,  79.00,  347.00 
2017-01-18T08:06:46,  Eht389,  51.00,  94.00 
2017-01-18T08:11:46,  Eht390,  14.00,  239.00 
2017-01-18T08:16:46,  Eht391,  39.00,  284.00 
2017-01-18T08:21:46,  Eht392,  25.00,  172.00 
2017-01-18T08:26:46,  Eht393,  25.00,  351.00 
2017-01-18T08:31:46,  Eht394,  72.00,  136.00 
2017-01-18T08:36:46,  Eht395,  58.00,  280.00 
2017-01-18T08:41:46,  Eht396,  76.00,  82.00 
2017-01-18T08:46:46,  Eht397,  87.00,  103.00 
2017-01-18T08:51:46,  Eht398,  18.00,  306.00 
2017-01-18T08:56:46,  Eht399,  84.00,  313.00 
2017-01-18T09:01:46,  Eht400,  50.00,  22.00 
2017-01-18T09:06:46,  Eht401,  64.00,  337.00 
2017-01-18T09:11:46,  Eht402,  75.00,  192.00 
2017-01-18T09:16:46,  Eht403,  85.00,  201.00 
2017-01-18T09:21:46,  Eht404,  72.00,  330.00 
2017-01-18T09:26:46,  Eht405,  53.00,  48.00 
2017-01-18T09:31:46,  Eht406,  56.00,  317.00 
2017-01-18T09:36:46,  Eht407,  33.00,  86.00 
2017-01-18T09:41:46,  Eht408,  44.00,  271.00 
2017-01-18T09:46:46,  Eht409,  38.00,  125.00 
2017-01-18T09:51:46,  Eht410,  82.00,  198.00 
2017-01-18T09:56:46,  Eht411,  33.00,  295.00 
2017-01-18T10:01:46,  Eht412,  59.00,  334.00 
2017-01-18T10:06:46,  Eht413,  17.00,  301.00 
2017-01-18T10:11:46,  Eht414,  40.00,  353.00 
2017-01-18T10:16:46,  Eht415,  64.00,  272.00 
2017-01-18T10:21:46,  Eht416,  27.00,  81.00 
2017-01-18T10:26:46,  Eht417,  55.00,  88.00 
2017-01-18T10:31:46,  Eht418,  47.00,  226.00 
2017-01-18T10:36:46,  Eht419,  87.00,  353.00 
2017-01-18T10:41:46,  Eht420,  40.00,  208.00 
2017-01-18T10:46:46,  Eht421,  77.00,  152.00 
2017-01-18T10:51:46,  Eht422,  29.00,  60.00 
2017-01-18T10:56:46,  Eht423,  73.00,  257.00 
2017-01-18T11:01:46,  Eht424,  64.00,  346.00 
2017-01-18T11:06:46,  Eht425,  88.00,  222.00 
2017-01-18T11:11:46,  Eht426,  88.00,  91.00 
2017-01-18T11:16:46,  Eht427,  26.00,  24.00 
2017-01-18T11:21:46,  Eht428,  16.00,  254.00 
2017-01-18T11:26:46,  Eht429,  66.00,  158.00 
2017-01-18T11:31:46,  Eht430,  66.00,  233.00 
2017-01-18T11:36:46,  Eht431,  14.00,  320.00 
2017-01-18T11:41:46,  Eht432,  77.00,  9.00 
2017-01-18T11:46:46,  Eht433,  89.00,  22.00 
